0	0	1
0.035	0	1
0.07	0	1
0.105	0	1
0.14	0	1
0.175	0	1
0.21	0	1
0.245	0	1
0.28	0	1
0.315	0	1
0.35	0	1
0.385	0	1
0.42	0	0
0.455	0	0
0.49	0	0
0.525	0	0
0.56	0	0
0.595	0	0
0.63	0	1
0.665	0	1
0.7	0	1
0.735	0	1
0.77	0	1
0.805	0	1
0.84	0	1
0.875	0	1
0.91	0	1
0.945	0	1
0.98	0	1
0	0.035	1
0.035	0.035	1
0.07	0.035	1
0.105	0.035	1
0.14	0.035	1
0.175	0.035	1
0.21	0.035	1
0.245	0.035	1
0.28	0.035	1
0.315	0.035	1
0.35	0.035	1
0.385	0.035	1
0.42	0.035	0
0.455	0.035	0
0.49	0.035	0
0.525	0.035	0
0.56	0.035	0
0.595	0.035	0
0.63	0.035	1
0.665	0.035	1
0.7	0.035	1
0.735	0.035	1
0.77	0.035	1
0.805	0.035	1
0.84	0.035	1
0.875	0.035	1
0.91	0.035	1
0.945	0.035	1
0.98	0.035	1
0	0.07	1
0.035	0.07	1
0.07	0.07	1
0.105	0.07	1
0.14	0.07	1
0.175	0.07	1
0.21	0.07	1
0.245	0.07	1
0.28	0.07	1
0.315	0.07	1
0.35	0.07	1
0.385	0.07	1
0.42	0.07	0
0.455	0.07	0
0.49	0.07	0
0.525	0.07	0
0.56	0.07	0
0.595	0.07	0
0.63	0.07	1
0.665	0.07	1
0.7	0.07	1
0.735	0.07	1
0.77	0.07	1
0.805	0.07	1
0.84	0.07	1
0.875	0.07	1
0.91	0.07	1
0.945	0.07	1
0.98	0.07	1
0	0.105	1
0.035	0.105	1
0.07	0.105	1
0.105	0.105	1
0.14	0.105	1
0.175	0.105	1
0.21	0.105	1
0.245	0.105	1
0.28	0.105	1
0.315	0.105	1
0.35	0.105	1
0.385	0.105	1
0.42	0.105	0
0.455	0.105	0
0.49	0.105	0
0.525	0.105	0
0.56	0.105	0
0.595	0.105	0
0.63	0.105	1
0.665	0.105	1
0.7	0.105	1
0.735	0.105	1
0.77	0.105	1
0.805	0.105	1
0.84	0.105	1
0.875	0.105	1
0.91	0.105	1
0.945	0.105	1
0.98	0.105	1
0	0.14	1
0.035	0.14	1
0.07	0.14	1
0.105	0.14	1
0.14	0.14	1
0.175	0.14	1
0.21	0.14	1
0.245	0.14	1
0.28	0.14	1
0.315	0.14	1
0.35	0.14	1
0.385	0.14	0
0.42	0.14	0
0.455	0.14	0
0.49	0.14	0
0.525	0.14	0
0.56	0.14	0
0.595	0.14	0
0.63	0.14	1
0.665	0.14	1
0.7	0.14	1
0.735	0.14	1
0.77	0.14	1
0.805	0.14	1
0.84	0.14	1
0.875	0.14	1
0.91	0.14	1
0.945	0.14	1
0.98	0.14	1
0	0.175	1
0.035	0.175	1
0.07	0.175	1
0.105	0.175	1
0.14	0.175	1
0.175	0.175	1
0.21	0.175	1
0.245	0.175	1
0.28	0.175	1
0.315	0.175	1
0.35	0.175	1
0.385	0.175	0
0.42	0.175	0
0.455	0.175	0
0.49	0.175	0
0.525	0.175	0
0.56	0.175	0
0.595	0.175	0
0.63	0.175	0
0.665	0.175	1
0.7	0.175	1
0.735	0.175	1
0.77	0.175	1
0.805	0.175	1
0.84	0.175	1
0.875	0.175	1
0.91	0.175	1
0.945	0.175	1
0.98	0.175	1
0	0.21	1
0.035	0.21	1
0.07	0.21	1
0.105	0.21	1
0.14	0.21	1
0.175	0.21	1
0.21	0.21	1
0.245	0.21	1
0.28	0.21	1
0.315	0.21	1
0.35	0.21	0
0.385	0.21	0
0.42	0.21	0
0.455	0.21	0
0.49	0.21	0
0.525	0.21	0
0.56	0.21	0
0.595	0.21	0
0.63	0.21	0
0.665	0.21	1
0.7	0.21	1
0.735	0.21	1
0.77	0.21	1
0.805	0.21	1
0.84	0.21	1
0.875	0.21	1
0.91	0.21	1
0.945	0.21	1
0.98	0.21	1
0	0.245	1
0.035	0.245	1
0.07	0.245	1
0.105	0.245	1
0.14	0.245	1
0.175	0.245	1
0.21	0.245	1
0.245	0.245	1
0.28	0.245	1
0.315	0.245	1
0.35	0.245	0
0.385	0.245	0
0.42	0.245	0
0.455	0.245	0
0.49	0.245	0
0.525	0.245	0
0.56	0.245	0
0.595	0.245	0
0.63	0.245	0
0.665	0.245	0
0.7	0.245	1
0.735	0.245	1
0.77	0.245	1
0.805	0.245	1
0.84	0.245	1
0.875	0.245	1
0.91	0.245	1
0.945	0.245	1
0.98	0.245	1
0	0.28	1
0.035	0.28	1
0.07	0.28	1
0.105	0.28	1
0.14	0.28	1
0.175	0.28	1
0.21	0.28	1
0.245	0.28	1
0.28	0.28	1
0.315	0.28	0
0.35	0.28	0
0.385	0.28	0
0.42	0.28	0
0.455	0.28	0
0.49	0.28	0
0.525	0.28	0
0.56	0.28	0
0.595	0.28	0
0.63	0.28	0
0.665	0.28	0
0.7	0.28	0
0.735	0.28	1
0.77	0.28	1
0.805	0.28	1
0.84	0.28	1
0.875	0.28	1
0.91	0.28	1
0.945	0.28	1
0.98	0.28	1
0	0.315	1
0.035	0.315	1
0.07	0.315	1
0.105	0.315	1
0.14	0.315	1
0.175	0.315	1
0.21	0.315	1
0.245	0.315	1
0.28	0.315	0
0.315	0.315	0
0.35	0.315	0
0.385	0.315	0
0.42	0.315	0
0.455	0.315	2
0.49	0.315	2
0.525	0.315	2
0.56	0.315	2
0.595	0.315	0
0.63	0.315	0
0.665	0.315	0
0.7	0.315	0
0.735	0.315	0
0.77	0.315	1
0.805	0.315	1
0.84	0.315	1
0.875	0.315	1
0.91	0.315	1
0.945	0.315	1
0.98	0.315	1
0	0.35	1
0.035	0.35	1
0.07	0.35	1
0.105	0.35	1
0.14	0.35	1
0.175	0.35	1
0.21	0.35	0
0.245	0.35	0
0.28	0.35	0
0.315	0.35	0
0.35	0.35	0
0.385	0.35	2
0.42	0.35	2
0.455	0.35	2
0.49	0.35	2
0.525	0.35	2
0.56	0.35	2
0.595	0.35	2
0.63	0.35	2
0.665	0.35	0
0.7	0.35	0
0.735	0.35	0
0.77	0.35	0
0.805	0.35	0
0.84	0.35	1
0.875	0.35	1
0.91	0.35	1
0.945	0.35	1
0.98	0.35	1
0	0.385	1
0.035	0.385	1
0.07	0.385	1
0.105	0.385	1
0.14	0.385	0
